                                                   
{'loss': 1.0125, 'grad_norm': 3.7725989818573, 'learning_rate': 2.1276595744680852e-05, 'epoch': 0.32}
{'eval_loss': 4.8279242515563965, 'eval_runtime': 2.4065, 'eval_samples_per_second': 91.418, 'eval_steps_per_second': 2.909, 'epoch': 7.55}
{'loss': 4.7867, 'grad_norm': 8.16722297668457, 'learning_rate': 5.599813695538866e-05, 'epoch': 7.74}
{'loss': 4.797, 'grad_norm': 14.55721378326416, 'learning_rate': 5.225396747146112e-05, 'epoch': 8.06}
{'loss': 4.5169, 'grad_norm': 9.55905818939209, 'learning_rate': 4.849707203251827e-05, 'epoch': 8.39}
{'loss': 4.5396, 'grad_norm': 12.56976318359375, 'learning_rate': 4.474866216133433e-05, 'epoch': 8.71}
{'loss': 4.4237, 'grad_norm': 7.249844551086426, 'learning_rate': 4.1029901470962104e-05, 'epoch': 9.03}
{'loss': 4.2751, 'grad_norm': 7.267794609069824, 'learning_rate': 3.736178617446041e-05, 'epoch': 9.35}
{'loss': 4.1553, 'grad_norm': 6.955055236816406, 'learning_rate': 3.3765026539765834e-05, 'epoch': 9.68}
{'loss': 4.1373, 'grad_norm': 5.82485294342041, 'learning_rate': 3.0259929959017585e-05, 'epoch': 10.0}
{'loss': 3.944, 'grad_norm': 7.780479907989502, 'learning_rate': 2.6866286292528987e-05, 'epoch': 10.32}
{'loss': 3.8989, 'grad_norm': 9.230233192443848, 'learning_rate': 2.3603256134756062e-05, 'epoch': 10.65}
{'loss': 3.9561, 'grad_norm': 7.38079833984375, 'learning_rate': 2.0489262633116535e-05, 'epoch': 10.97}
{'loss': 3.7099, 'grad_norm': 7.315425395965576, 'learning_rate': 1.7541887470452605e-05, 'epoch': 11.29}
{'eval_loss': 3.739356517791748, 'eval_runtime': 2.4204, 'eval_samples_per_second': 90.894, 'eval_steps_per_second': 2.892, 'epoch': 11.32}
{'loss': 3.6536, 'grad_norm': 7.670339107513428, 'learning_rate': 1.4777771598423146e-05, 'epoch': 11.61}
{'loss': 3.6535, 'grad_norm': 11.069868087768555, 'learning_rate': 1.2212521282287092e-05, 'epoch': 11.94}
{'loss': 3.4796, 'grad_norm': 11.311566352844238, 'learning_rate': 9.860619987551157e-06, 'epoch': 12.26}
{'loss': 3.496, 'grad_norm': 8.328670501708984, 'learning_rate': 7.735346605972322e-06, 'epoch': 12.58}
{'loss': 3.5049, 'grad_norm': 8.852357864379883, 'learning_rate': 5.8487004826128735e-06, 'epoch': 12.9}
{'loss': 3.3487, 'grad_norm': 9.14260482788086, 'learning_rate': 4.2113336672471245e-06, 'epoch': 13.23}
{'loss': 3.2241, 'grad_norm': 5.456448554992676, 'learning_rate': 2.8324907726300366e-06, 'epoch': 13.55}
{'loss': 3.3145, 'grad_norm': 6.6165452003479, 'learning_rate': 1.7199567791893522e-06, 'epoch': 13.87}
{'loss': 3.3047, 'grad_norm': 6.255490303039551, 'learning_rate': 8.800130808372553e-07, 'epoch': 14.19}
{'loss': 3.2505, 'grad_norm': 4.6134257316589355, 'learning_rate': 3.1740202006804167e-07, 'epoch': 14.52}
{'loss': 3.2872, 'grad_norm': 4.473099708557129, 'learning_rate': 3.5300112577302255e-08, 'epoch': 14.84}
{'train_runtime': 1535.4505, 'train_samples_per_second': 19.265, 'train_steps_per_second': 0.303, 'train_loss': 4.481127720494424, 'epoch': 15.0}
