  0%|          | 0/492 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`...
                                                 
{'loss': 1.5089, 'grad_norm': 0.1782287210226059, 'learning_rate': 9.817073170731708e-05, 'mean_token_accuracy': 0.629143887758255, 'epoch': 0.04}
{'loss': 0.7306, 'grad_norm': 0.45590636134147644, 'learning_rate': 3.313008130081301e-05, 'mean_token_accuracy': 0.762997567653656, 'epoch': 1.34}
{'loss': 0.7335, 'grad_norm': 0.45218467712402344, 'learning_rate': 3.109756097560976e-05, 'mean_token_accuracy': 0.755659031867981, 'epoch': 1.38}
{'loss': 0.741, 'grad_norm': 0.4006102681159973, 'learning_rate': 2.9065040650406507e-05, 'mean_token_accuracy': 0.7595792949199677, 'epoch': 1.42}
{'loss': 0.7438, 'grad_norm': 0.4015218913555145, 'learning_rate': 2.7032520325203254e-05, 'mean_token_accuracy': 0.7566003739833832, 'epoch': 1.46}
{'loss': 0.7676, 'grad_norm': 0.3329656422138214, 'learning_rate': 2.5e-05, 'mean_token_accuracy': 0.7591095864772797, 'epoch': 1.5}
{'loss': 0.7295, 'grad_norm': 0.3104180097579956, 'learning_rate': 2.296747967479675e-05, 'mean_token_accuracy': 0.7639680624008178, 'epoch': 1.54}
{'loss': 0.7671, 'grad_norm': 0.33394289016723633, 'learning_rate': 2.0934959349593496e-05, 'mean_token_accuracy': 0.7575869500637055, 'epoch': 1.59}
{'loss': 0.7532, 'grad_norm': 0.27894127368927, 'learning_rate': 1.8902439024390246e-05, 'mean_token_accuracy': 0.7641729593276978, 'epoch': 1.63}
{'loss': 0.7511, 'grad_norm': 0.3085460662841797, 'learning_rate': 1.6869918699186994e-05, 'mean_token_accuracy': 0.7635200917720795, 'epoch': 1.67}
{'loss': 0.7259, 'grad_norm': 0.5319246649742126, 'learning_rate': 1.4837398373983741e-05, 'mean_token_accuracy': 0.7623062193393707, 'epoch': 1.71}
{'loss': 0.7456, 'grad_norm': 0.41062432527542114, 'learning_rate': 1.2804878048780488e-05, 'mean_token_accuracy': 0.7618024587631226, 'epoch': 1.75}
{'loss': 0.7002, 'grad_norm': 0.40523630380630493, 'learning_rate': 1.0772357723577237e-05, 'mean_token_accuracy': 0.7716488301753998, 'epoch': 1.79}
{'loss': 0.7195, 'grad_norm': 0.3634347915649414, 'learning_rate': 8.739837398373985e-06, 'mean_token_accuracy': 0.7661647737026215, 'epoch': 1.83}
{'loss': 0.7512, 'grad_norm': 0.5731632113456726, 'learning_rate': 6.707317073170733e-06, 'mean_token_accuracy': 0.7620791375637055, 'epoch': 1.87}
{'loss': 0.7628, 'grad_norm': 0.36376792192459106, 'learning_rate': 4.67479674796748e-06, 'mean_token_accuracy': 0.7578104853630065, 'epoch': 1.91}
{'loss': 0.7063, 'grad_norm': 0.41751259565353394, 'learning_rate': 2.6422764227642278e-06, 'mean_token_accuracy': 0.770401006937027, 'epoch': 1.95}
{'loss': 0.7318, 'grad_norm': 0.5128492712974548, 'learning_rate': 6.097560975609757e-07, 'mean_token_accuracy': 0.7617655396461487, 'epoch': 1.99}
{'train_runtime': 476.3203, 'train_samples_per_second': 8.238, 'train_steps_per_second': 1.033, 'train_loss': 0.8157363279563624, 'mean_token_accuracy': 0.7714702785015106, 'epoch': 2.0}
